Date,Time,Latitude,Longitude,Altitude (m),Speed (m/s)
2/17/2026, 17:55:35, 39.779896, -104.988083, 1595.70, 29.29
2/17/2026, 17:55:36, 39.779854, -104.987747, 1594.40, 29.67
2/17/2026, 17:55:37, 39.779823, -104.987404, 1594.00, 30.13
2/17/2026, 17:55:38, 39.779793, -104.987061, 1592.80, 30.43
2/17/2026, 17:55:39, 39.779766, -104.986702, 1591.60, 30.53
2/17/2026, 17:55:40, 39.779751, -104.986343, 1590.50, 30.68
2/17/2026, 17:55:41, 39.779736, -104.985970, 1588.90, 30.80
2/17/2026, 17:55:42, 39.779732, -104.985626, 1587.70, 30.55
2/17/2026, 17:55:43, 39.779724, -104.985268, 1586.10, 30.43
2/17/2026, 17:55:44, 39.779720, -104.984909, 1584.40, 30.47
2/17/2026, 17:55:45, 39.779716, -104.984535, 1582.70, 30.66
2/17/2026, 17:55:46, 39.779720, -104.984177, 1581.60, 30.82
2/17/2026, 17:55:47, 39.779713, -104.983818, 1581.00, 31.03
2/17/2026, 17:55:48, 39.779709, -104.983467, 1580.30, 31.06
2/17/2026, 17:55:49, 39.779713, -104.983109, 1580.20, 31.21
2/17/2026, 17:55:50, 39.779709, -104.982735, 1579.90, 31.42
2/17/2026, 17:55:51, 39.779701, -104.982353, 1580.00, 31.51
2/17/2026, 17:55:52, 39.779682, -104.982002, 1580.30, 31.50
2/17/2026, 17:55:53, 39.779655, -104.981621, 1581.40, 31.39
2/17/2026, 17:55:54, 39.779625, -104.981270, 1581.70, 30.83
2/17/2026, 17:55:55, 39.779594, -104.980911, 1582.60, 30.32
2/17/2026, 17:55:56, 39.779564, -104.980568, 1583.80, 29.75
2/17/2026, 17:55:57, 39.779541, -104.980225, 1584.80, 29.13
2/17/2026, 17:55:58, 39.779518, -104.979897, 1585.90, 28.75
2/17/2026, 17:55:59, 39.779491, -104.979576, 1587.20, 28.45
2/17/2026, 17:56:00, 39.779480, -104.979248, 1587.60, 28.33
2/17/2026, 17:56:01, 39.779465, -104.978905, 1588.10, 28.47
2/17/2026, 17:56:02, 39.779446, -104.978584, 1588.70, 28.46
2/17/2026, 17:56:03, 39.779446, -104.978241, 1589.00, 28.47
2/17/2026, 17:56:04, 39.779442, -104.977913, 1589.40, 28.50
2/17/2026, 17:56:05, 39.779442, -104.977585, 1590.10, 27.75
2/17/2026, 17:56:06, 39.779438, -104.977264, 1590.70, 27.75
2/17/2026, 17:56:07, 39.779434, -104.976921, 1592.00, 28.94
2/17/2026, 17:56:08, 39.779438, -104.976578, 1593.00, 29.63
2/17/2026, 17:56:09, 39.779446, -104.976219, 1594.10, 29.06
2/17/2026, 17:56:10, 39.779465, -104.975876, 1595.30, 29.78
2/17/2026, 17:56:11, 39.779480, -104.975540, 1596.10, 30.20
2/17/2026, 17:56:12, 39.779495, -104.975182, 1596.40, 30.24
2/17/2026, 17:56:13, 39.779514, -104.974823, 1597.20, 30.32
2/17/2026, 17:56:14, 39.779518, -104.974464, 1597.70, 30.65
2/17/2026, 17:56:15, 39.779526, -104.974121, 1598.30, 29.99
2/17/2026, 17:56:16, 39.779537, -104.973763, 1599.40, 29.65
2/17/2026, 17:56:17, 39.779552, -104.973434, 1599.90, 28.73
2/17/2026, 17:56:18, 39.779568, -104.973099, 1600.00, 28.12
2/17/2026, 17:56:19, 39.779587, -104.972771, 1599.60, 27.90
2/17/2026, 17:56:20, 39.779598, -104.972443, 1599.30, 27.70
2/17/2026, 17:56:21, 39.779610, -104.972122, 1598.80, 27.43
2/17/2026, 17:56:22, 39.779613, -104.971794, 1598.70, 27.41
2/17/2026, 17:56:23, 39.779625, -104.971481, 1598.60, 27.09
2/17/2026, 17:56:24, 39.779644, -104.971176, 1599.10, 26.62
2/17/2026, 17:56:25, 39.779652, -104.970879, 1598.50, 26.24
2/17/2026, 17:56:26, 39.779659, -104.970573, 1598.50, 25.80
2/17/2026, 17:56:27, 39.779655, -104.970284, 1598.30, 25.14
2/17/2026, 17:56:28, 39.779659, -104.969986, 1598.30, 24.55
2/17/2026, 17:56:29, 39.779663, -104.969727, 1598.30, 23.60
2/17/2026, 17:56:30, 39.779663, -104.969467, 1597.50, 22.54
2/17/2026, 17:56:31, 39.779659, -104.969208, 1597.00, 21.48
2/17/2026, 17:56:32, 39.779648, -104.968979, 1596.60, 20.33
2/17/2026, 17:56:33, 39.779640, -104.968750, 1596.10, 18.99
2/17/2026, 17:56:34, 39.779629, -104.968552, 1595.60, 17.54
2/17/2026, 17:56:35, 39.779625, -104.968361, 1594.70, 16.25
2/17/2026, 17:56:36, 39.779625, -104.968178, 1594.10, 15.04
2/17/2026, 17:56:37, 39.779621, -104.968033, 1593.20, 13.18
2/17/2026, 17:56:38, 39.779617, -104.967888, 1592.60, 11.15
2/17/2026, 17:56:39, 39.779613, -104.967773, 1592.70, 9.15
2/17/2026, 17:56:40, 39.779598, -104.967674, 1591.90, 8.49
2/17/2026, 17:56:41, 39.779560, -104.967598, 1591.30, 8.36
2/17/2026, 17:56:42, 39.779499, -104.967529, 1590.90, 8.62
2/17/2026, 17:56:43, 39.779427, -104.967499, 1590.60, 9.21
2/17/2026, 17:56:44, 39.779339, -104.967499, 1590.40, 9.79
2/17/2026, 17:56:45, 39.779247, -104.967529, 1590.40, 10.52
2/17/2026, 17:56:46, 39.779156, -104.967644, 1590.00, 11.47
2/17/2026, 17:56:47, 39.779057, -104.967743, 1590.40, 12.84
2/17/2026, 17:56:48, 39.778942, -104.967842, 1590.70, 14.31
2/17/2026, 17:56:49, 39.778831, -104.967949, 1590.80, 15.44
2/17/2026, 17:56:50, 39.778725, -104.968086, 1591.10, 16.20
2/17/2026, 17:56:51, 39.778614, -104.968216, 1591.40, 16.88
2/17/2026, 17:56:52, 39.778503, -104.968361, 1591.70, 17.45
2/17/2026, 17:56:53, 39.778393, -104.968506, 1591.90, 17.84
2/17/2026, 17:56:54, 39.778271, -104.968651, 1591.80, 18.10
2/17/2026, 17:56:55, 39.778160, -104.968796, 1591.50, 17.95
2/17/2026, 17:56:56, 39.778042, -104.968964, 1591.10, 17.86
2/17/2026, 17:56:57, 39.777931, -104.969093, 1591.30, 17.73
2/17/2026, 17:56:58, 39.777824, -104.969238, 1591.10, 17.20
2/17/2026, 17:56:59, 39.777721, -104.969368, 1591.00, 15.46
2/17/2026, 17:57:00, 39.777637, -104.969482, 1591.00, 12.97
2/17/2026, 17:57:01, 39.777542, -104.969528, 1591.60, 10.66
2/17/2026, 17:57:02, 39.777466, -104.969566, 1591.90, 9.17
2/17/2026, 17:57:03, 39.777397, -104.969551, 1592.20, 8.69
2/17/2026, 17:57:04, 39.777328, -104.969498, 1592.40, 9.13
2/17/2026, 17:57:05, 39.777267, -104.969437, 1592.20, 9.49
2/17/2026, 17:57:06, 39.777206, -104.969353, 1592.00, 9.07
2/17/2026, 17:57:07, 39.777149, -104.969284, 1591.70, 7.78
2/17/2026, 17:57:08, 39.777092, -104.969254, 1591.40, 6.35
2/17/2026, 17:57:09, 39.777046, -104.969223, 1591.40, 5.01
2/17/2026, 17:57:10, 39.777004, -104.969238, 1591.40, 4.73
2/17/2026, 17:57:11, 39.776970, -104.969254, 1591.50, 3.67
2/17/2026, 17:57:12, 39.776943, -104.969269, 1591.50, 2.99
2/17/2026, 17:57:13, 39.776928, -104.969284, 1591.50, 2.11
